date,yoy_ma50
2024-10-28,752.8
2024-10-29,721.2
2024-10-30,682.4
2024-10-31,636.1
2024-11-01,587.6
2024-11-02,542.0
2024-11-03,493.0
2024-11-04,451.3
2024-11-05,416.9
2024-11-06,383.7
2024-11-07,336.8
2024-11-08,286.8
2024-11-09,229.7
2024-11-10,177.4
2024-11-11,127.4
2024-11-12,72.9
2024-11-13,14.8
2024-11-14,-38.7
2024-11-15,-92.4
2024-11-16,-134.4
2024-11-17,-177.1
2024-11-18,-222.7
2024-11-19,-267.9
2024-11-20,-310.8
2024-11-21,-351.4
2024-11-22,-407.5
2024-11-23,-473.4
2024-11-24,-543.4
2024-11-25,-604.3
2024-11-26,-664.6
2024-11-27,-725.2
2024-11-28,-794.5
2024-11-29,-873.2
2024-11-30,-944.3
2024-12-01,-1014.0
2024-12-02,-1091.9
2024-12-03,-1166.9
2024-12-04,-1225.4
2024-12-05,-1288.8
2024-12-06,-1351.5
2024-12-07,-1412.5
2024-12-08,-1458.3
2024-12-09,-1503.8
2024-12-10,-1555.7
2024-12-11,-1598.6
2024-12-12,-1634.1
2024-12-13,-1672.7
2024-12-14,-1726.4
2024-12-15,-1815.7
2024-12-16,-1890.9
2024-12-17,-1961.6
2024-12-18,-2031.4
2024-12-19,-2093.7
2024-12-20,-2153.9
2024-12-21,-2218.9
2024-12-22,-2293.1
2024-12-23,-2380.0
2024-12-24,-2474.1
2024-12-25,-2584.6
2024-12-26,-2697.2
2024-12-27,-2805.4
2024-12-28,-2916.4
2024-12-29,-3024.3
2024-12-30,-3132.6
2024-12-31,-3232.5
2025-01-01,-3327.9
2025-01-02,-3416.7
2025-01-03,-3489.4
2025-01-04,-3540.7
2025-01-05,-3589.0
2025-01-06,-3638.8
2025-01-07,-3691.6
2025-01-08,-3742.6
2025-01-09,-3797.7
2025-01-10,-3856.9
2025-01-11,-3906.0
2025-01-12,-3949.0
2025-01-13,-3991.7
2025-01-14,-4055.7
2025-01-15,-4113.0
2025-01-16,-4171.6
2025-01-17,-4224.5
2025-01-18,-4271.4
2025-01-19,-4329.3
2025-01-20,-4385.2
2025-01-21,-4433.4
2025-01-22,-4475.5
2025-01-23,-4512.7
2025-01-24,-4554.5
2025-01-25,-4604.3
2025-01-26,-4649.6
2025-01-27,-4691.4
2025-01-28,-4741.0
2025-01-29,-4790.0
2025-01-30,-4837.3
2025-01-31,-4876.2
2025-02-01,-4910.2
2025-02-02,-4931.0
2025-02-03,-4923.8
2025-02-04,-4927.8
2025-02-05,-4941.6
2025-02-06,-4964.9
2025-02-07,-4996.3
2025-02-08,-5023.1
2025-02-09,-5047.3
2025-02-10,-5073.2
2025-02-11,-5085.6
2025-02-12,-5089.2
2025-02-13,-5084.9
2025-02-14,-5065.3
2025-02-15,-5041.3
2025-02-16,-5014.3
2025-02-17,-4999.0
2025-02-18,-4982.8
2025-02-19,-4971.7
2025-02-20,-4958.4
2025-02-21,-4949.0
2025-02-22,-4952.6
2025-02-23,-4964.5
2025-02-24,-4972.2
2025-02-25,-4987.8
2025-02-26,-5007.8
2025-02-27,-5034.7
2025-02-28,-5060.2
2025-03-01,-5080.4
2025-03-02,-5100.8
2025-03-03,-5125.1
2025-03-04,-5148.9
2025-03-05,-5149.3
2025-03-06,-5146.7
2025-03-07,-5140.1
2025-03-08,-5134.0
2025-03-09,-5127.8
2025-03-10,-5121.7
2025-03-11,-5117.5
2025-03-12,-5120.2
2025-03-13,-5134.0
2025-03-14,-5152.2
2025-03-15,-5172.6
2025-03-16,-5185.2
2025-03-17,-5193.2
2025-03-18,-5199.9
2025-03-19,-5196.5
2025-03-20,-5186.6
2025-03-21,-5176.7
2025-03-22,-5175.1
2025-03-23,-5180.8
2025-03-24,-5193.4
2025-03-25,-5203.9
2025-03-26,-5216.9
2025-03-27,-5231.1
2025-03-28,-5249.5
2025-03-29,-5262.8
2025-03-30,-5275.3
2025-03-31,-5284.1
2025-04-01,-5296.6
2025-04-02,-5311.3
2025-04-03,-5318.2
2025-04-04,-5318.6
2025-04-05,-5326.1
2025-04-06,-5334.5
2025-04-07,-5344.4
2025-04-08,-5340.5
2025-04-09,-5339.3
2025-04-10,-5346.8
2025-04-11,-5360.8
2025-04-12,-5380.4
2025-04-13,-5396.9
2025-04-14,-5414.3
2025-04-15,-5440.0
2025-04-16,-5456.6
2025-04-17,-5459.6
2025-04-18,-5454.4
2025-04-19,-5450.0
2025-04-20,-5450.4
2025-04-21,-5448.2
2025-04-22,-5440.9
2025-04-23,-5434.3
2025-04-24,-5431.8
2025-04-25,-5435.3
2025-04-26,-5438.9
2025-04-27,-5440.6
2025-04-28,-5440.4
2025-04-29,-5437.7
2025-04-30,-5435.4
2025-05-01,-5433.8
2025-05-02,-5434.1
2025-05-03,-5434.4
2025-05-04,-5430.7
2025-05-05,-5432.4
2025-05-06,-5440.6
2025-05-07,-5451.4
2025-05-08,-5461.6
2025-05-09,-5474.9
2025-05-10,-5486.6
2025-05-11,-5498.5
2025-05-12,-5509.6
2025-05-13,-5518.2
2025-05-14,-5530.2
2025-05-15,-5546.8
2025-05-16,-5557.0
2025-05-17,-5561.9
2025-05-18,-5563.8
2025-05-19,-5563.8
2025-05-20,-5560.9
2025-05-21,-5551.5
2025-05-22,-5538.7
2025-05-23,-5530.2
2025-05-24,-5525.2
2025-05-25,-5523.1
2025-05-26,-5516.1
2025-05-27,-5505.8
2025-05-28,-5496.4
2025-05-29,-5487.5
2025-05-30,-5477.6
2025-05-31,-5470.2
2025-06-01,-5462.8
2025-06-02,-5463.0
2025-06-03,-5462.1
2025-06-04,-5457.2
2025-06-05,-5449.8
2025-06-06,-5427.3
2025-06-07,-5407.4
2025-06-08,-5387.4
2025-06-09,-5364.0
2025-06-10,-5348.3
2025-06-11,-5334.7
2025-06-12,-5321.4
2025-06-13,-5306.2
2025-06-14,-5289.1
2025-06-15,-5267.3
2025-06-16,-5237.9
2025-06-17,-5218.0
2025-06-18,-5202.2
2025-06-19,-5190.0
2025-06-20,-5174.7
2025-06-21,-5156.4
2025-06-22,-5138.1
2025-06-23,-5118.5
2025-06-24,-5090.0
2025-06-25,-5062.9
2025-06-26,-5031.2
2025-06-27,-4997.0
2025-06-28,-4965.1
2025-06-29,-4933.1
2025-06-30,-4898.8
2025-07-01,-4870.0
2025-07-02,-4836.0
2025-07-03,-4804.1
2025-07-04,-4775.6
2025-07-05,-4746.8
2025-07-06,-4718.0
2025-07-07,-4693.7
2025-07-08,-4672.5
2025-07-09,-4655.3
2025-07-10,-4638.7
2025-07-11,-4622.9
2025-07-12,-4607.9
2025-07-13,-4592.8
2025-07-14,-4575.4
2025-07-15,-4535.9
2025-07-16,-4502.9
2025-07-17,-4467.1
2025-07-18,-4427.5
2025-07-19,-4386.9
2025-07-20,-4344.2
2025-07-21,-4302.7
2025-07-22,-4254.7
2025-07-23,-4206.0
2025-07-24,-4155.7
2025-07-25,-4107.2
2025-07-26,-4086.7
2025-07-27,-4068.1
2025-07-28,-4043.1
2025-07-29,-4021.7
2025-07-30,-3991.1
2025-07-31,-3964.1
2025-08-01,-3945.7
2025-08-02,-3921.5
2025-08-03,-3897.4
2025-08-04,-3877.0
2025-08-05,-3865.7
2025-08-06,-3846.1
2025-08-07,-3822.1
2025-08-08,-3780.3
2025-08-09,-3737.6
2025-08-10,-3694.6
2025-08-11,-3660.4
2025-08-12,-3628.1
2025-08-13,-3607.2
2025-08-14,-3594.1
2025-08-15,-3578.9
2025-08-16,-3571.8
2025-08-17,-3563.9
2025-08-18,-3553.0
2025-08-19,-3534.5
2025-08-20,-3496.8
2025-08-21,-3454.9
2025-08-22,-3402.2
2025-08-23,-3346.4
2025-08-24,-3291.6
2025-08-25,-3236.3
2025-08-26,-3200.5
2025-08-27,-3174.5
2025-08-28,-3145.2
2025-08-29,-3104.0
2025-08-30,-3056.8
2025-08-31,-3009.6
2025-09-01,-2964.6
2025-09-02,-2915.5
2025-09-03,-2887.0
2025-09-04,-2852.5
2025-09-05,-2811.9
2025-09-06,-2794.8
2025-09-07,-2776.5
2025-09-08,-2758.0
2025-09-09,-2740.3
2025-09-10,-2723.7
2025-09-11,-2710.5
2025-09-12,-2700.1
2025-09-13,-2691.9
2025-09-14,-2680.5
2025-09-15,-2643.5
2025-09-16,-2610.3
2025-09-17,-2571.0
2025-09-18,-2539.1
2025-09-19,-2507.4
2025-09-20,-2473.5
2025-09-21,-2444.1
2025-09-22,-2415.4
2025-09-23,-2392.6
2025-09-24,-2379.6
2025-09-25,-2360.2
2025-09-26,-2342.5
2025-09-27,-2332.8
2025-09-28,-2319.4
2025-09-29,-2308.5
2025-09-30,-2290.8
2025-10-01,-2278.7
2025-10-02,-2268.1
2025-10-03,-2252.9
2025-10-04,-2246.5
2025-10-05,-2241.3
2025-10-06,-2238.3
2025-10-07,-2237.4
2025-10-08,-2237.9
2025-10-09,-2216.2
2025-10-10,-2188.2
2025-10-11,-2160.9
2025-10-12,-2129.4
2025-10-13,-2095.0
2025-10-14,-2075.7
2025-10-15,-2020.2
2025-10-16,-1956.8
2025-10-17,-1900.9
2025-10-18,-1860.2
2025-10-19,-1826.0
2025-10-20,-1790.7
2025-10-21,-1755.8
2025-10-22,-1727.1
2025-10-23,-1708.3
2025-10-24,-1704.3
2025-10-25,-1713.7
2025-10-26,-1701.0
2025-10-27,-1685.3
2025-10-28,-1664.1
2025-10-29,-1637.0
2025-10-30,-1598.0
2025-10-31,-1543.1
2025-11-01,-1481.7
2025-11-02,-1418.3
2025-11-03,-1357.3
2025-11-04,-1324.7
2025-11-05,-1283.1
2025-11-06,-1244.4
2025-11-07,-1200.4
2025-11-08,-1165.6
2025-11-09,-1124.1
2025-11-10,-1084.5
2025-11-11,-1040.8
2025-11-12,-991.6
2025-11-13,-935.3
2025-11-14,-891.1
2025-11-15,-838.2
2025-11-16,-791.1
2025-11-17,-728.4
2025-11-18,-663.8
2025-11-19,-598.3
2025-11-20,-524.1
2025-11-21,-439.7
2025-11-22,-345.1
2025-11-23,-250.5
2025-11-24,-151.2
2025-11-25,-53.4
2025-11-26,41.4
2025-11-27,129.6
2025-11-28,185.0
2025-11-29,232.5
2025-11-30,274.0
2025-12-01,311.3
2025-12-02,347.3
2025-12-03,400.1
2025-12-04,441.6
2025-12-05,486.4
2025-12-06,541.4
2025-12-07,599.0
2025-12-08,656.4
2025-12-09,711.8
2025-12-10,770.0
2025-12-11,826.1
2025-12-12,884.7
2025-12-13,956.3
2025-12-14,1031.6
2025-12-15,1148.1
2025-12-16,1239.8
2025-12-17,1318.8
2025-12-18,1387.0
2025-12-19,1443.8
2025-12-20,1489.6
2025-12-21,1529.8
2025-12-22,1568.8
2025-12-23,1624.2
2025-12-24,1687.8
2025-12-25,1745.6
2025-12-26,1800.3
2025-12-27,1853.1
2025-12-28,1919.7
2025-12-29,1994.6
2025-12-30,2074.2
2025-12-31,2158.5
2026-01-01,2242.7
2026-01-02,2329.1
2026-01-03,2421.9
2026-01-04,2505.9
2026-01-05,2580.5
2026-01-06,2631.4
2026-01-07,2676.0
2026-01-08,2743.8
2026-01-09,2789.8
2026-01-10,2835.7
2026-01-11,2874.0
2026-01-12,2913.7
2026-01-13,2947.0
2026-01-14,2987.1
2026-01-15,3051.6
2026-01-16,3108.6
2026-01-17,3159.4
2026-01-18,3207.1
2026-01-19,3256.3
2026-01-20,3307.4
2026-01-21,3355.6
2026-01-22,3398.1
2026-01-23,3437.6
2026-01-24,3473.7
2026-01-25,3504.0
2026-01-26,3531.1
2026-01-27,3556.0
2026-01-28,3582.3
2026-01-29,3611.0
2026-01-30,3648.8
2026-01-31,3687.5
2026-02-01,3726.5
2026-02-02,3764.0
2026-02-03,3754.4
2026-02-04,3781.6
2026-02-05,3806.4
2026-02-06,3833.2
2026-02-07,3863.6
2026-02-08,3891.7
2026-02-09,3923.5
2026-02-10,3962.4
2026-02-11,3989.3
2026-02-12,4014.6
2026-02-13,4059.4
2026-02-14,4106.5
2026-02-15,4144.0
2026-02-16,4179.2
2026-02-17,4200.4
2026-02-18,4215.4
2026-02-19,4219.3
2026-02-20,4220.0
2026-02-21,4218.5
2026-02-22,4215.2
2026-02-23,4211.2
2026-02-24,4225.1
2026-02-25,4255.0
2026-02-26,4298.0
2026-02-27,4322.5
2026-02-28,4368.2
2026-03-01,4413.6
2026-03-02,4460.1
2026-03-03,4499.2
2026-03-04,4541.9
2026-03-05,4559.3
2026-03-06,4568.3
2026-03-07,4582.6
2026-03-08,4598.9
2026-03-09,4615.9
2026-03-10,4631.5
2026-03-11,4649.5
2026-03-12,4672.6
2026-03-13,4700.3
2026-03-14,4730.1
2026-03-15,4759.2
2026-03-16,4800.2
2026-03-17,4836.8
2026-03-18,4870.5
2026-03-19,4901.3
2026-03-20,4924.3
2026-03-21,4941.9
2026-03-22,4959.6
2026-03-23,4974.7
2026-03-24,4997.5
2026-03-25,5025.3
2026-03-26,5039.1
2026-03-27,5065.9
2026-03-28,5097.8
2026-03-29,5127.7
2026-03-30,5163.1
2026-03-31,5194.5
2026-04-01,5224.7
2026-04-02,5255.5
2026-04-03,5279.7
2026-04-04,5280.1
2026-04-05,5278.0
2026-04-06,5280.3
2026-04-07,5301.7
2026-04-08,5304.8
2026-04-09,5310.7
2026-04-10,5322.8
2026-04-11,5337.2
2026-04-12,5354.1
2026-04-13,5371.0
2026-04-14,5388.8
2026-04-15,5398.3
2026-04-16,5396.4
2026-04-17,5384.7
2026-04-18,5365.0
2026-04-19,5345.0
2026-04-20,5325.0
2026-04-21,5302.1
2026-04-22,5284.0
2026-04-23,5267.7
2026-04-24,5274.0
2026-04-25,5268.5
2026-04-26,5263.2
2026-04-27,5260.6
2026-04-28,5256.0
2026-04-29,5249.3
2026-04-30,5237.0
2026-05-01,5225.3
2026-05-02,5215.6
2026-05-03,5205.8
2026-05-04,5181.7
2026-05-05,5150.6
2026-05-06,5131.6
2026-05-07,5122.1
2026-05-08,5112.2
2026-05-09,5105.7
2026-05-10,5097.4
2026-05-11,5089.2
2026-05-12,5082.7
2026-05-13,5073.9
2026-05-14,5067.6
2026-05-15,5070.7
2026-05-16,5069.6
2026-05-17,5052.2
2026-05-18,5034.9
2026-05-19,5010.5
2026-05-20,4983.9
2026-05-21,4953.2
2026-05-22,4923.8
2026-05-23,4896.7
2026-05-24,4868.0
2026-05-25,4844.4
2026-05-26,4826.2
2026-05-27,4792.0
2026-05-28,4780.7
2026-05-29,4764.3
2026-05-30,4741.7
2026-05-31,4719.8
2026-06-01,4692.9
2026-06-02,4668.6
2026-06-03,4639.7
2026-06-04,4608.7
2026-06-05,4592.0
2026-06-06,4546.1
2026-06-07,4504.6
2026-06-08,4467.2
2026-06-09,4429.5
2026-06-10,4402.6
2026-06-11,4381.5
2026-06-12,4364.2
2026-06-13,4344.9
2026-06-14,4323.7
2026-06-15,4306.7
2026-06-16,4283.8
2026-06-17,4270.9
2026-06-18,4261.5
2026-06-19,4248.4
2026-06-20,4231.9
2026-06-21,4212.2
2026-06-22,4193.6
2026-06-23,4195.4
2026-06-24,4193.2
2026-06-25,4184.6
2026-06-26,4169.7
2026-06-27,4150.7
2026-06-28,4133.3
2026-06-29,4109.4
2026-06-30,4074.3
2026-07-01,4034.2
2026-07-02,3993.9
2026-07-03,3957.6
2026-07-04,3920.9
2026-07-05,3868.7
2026-07-06,3849.5
2026-07-07,3833.7
2026-07-08,3819.2
2026-07-09,3802.1
2026-07-10,3782.9
2026-07-11,3761.3
2026-07-12,3740.5
2026-07-13,3724.1
2026-07-14,3704.6
2026-07-15,3671.9
2026-07-16,3641.8
2026-07-17,3614.3
2026-07-18,3587.6
2026-07-19,3563.8
2026-07-20,3543.6
2026-07-21,3529.7
2026-07-22,3508.7
2026-07-23,3490.3
2026-07-24,3469.1
2026-07-25,3425.3
2026-07-26,3414.3
2026-07-27,3401.9
2026-07-28,3379.8
2026-07-29,3356.1
2026-07-30,3322.3
2026-07-31,3285.5
2026-08-01,3258.3
2026-08-02,3232.4
2026-08-03,3201.3
2026-08-04,3159.9
2026-08-05,3127.7
2026-08-06,3084.6
2026-08-07,3039.9
2026-08-08,2990.9
2026-08-09,2941.1
2026-08-10,2890.3
2026-08-11,2846.2
2026-08-12,2801.1
2026-08-13,2735.6
2026-08-14,2699.5
2026-08-15,2652.6
2026-08-16,2612.9
2026-08-17,2584.2
2026-08-18,2568.2
