date,btcusd,sp500
2019-09-28,8217.47,
2019-09-29,8052.4,
2019-09-30,8304.96,2976.739990234375
2019-10-01,8321.52,2940.25
2019-10-02,8381.72,2887.610107421875
2019-10-03,8240.41,2910.6298828125
2019-10-04,8156.67,2952.010009765625
2019-10-05,8147.63,
2019-10-06,7859.79,
2019-10-07,8209.0,2938.7900390625
2019-10-08,8180.0,2893.06005859375
2019-10-09,8590.0,2919.39990234375
2019-10-10,8587.5,2938.1298828125
2019-10-11,8267.33,2970.27001953125
2019-10-12,8309.03,
2019-10-13,8282.97,
2019-10-14,8355.0,2966.14990234375
2019-10-15,8162.44,2995.679931640625
2019-10-16,7993.54,2989.68994140625
2019-10-17,8076.2,2997.949951171875
2019-10-18,7954.16,2986.199951171875
2019-10-19,7965.28,
2019-10-20,8236.12,
2019-10-21,8209.92,3006.719970703125
2019-10-22,8024.72,2995.989990234375
2019-10-23,7474.85,3004.52001953125
2019-10-24,7430.87,3010.2900390625
2019-10-25,8668.0,3022.550048828125
2019-10-26,9259.78,
2019-10-27,9548.84,
2019-10-28,9226.5,3039.419921875
2019-10-29,9430.8,3036.889892578125
2019-10-30,9164.44,3046.77001953125
2019-10-31,9159.48,3037.56005859375
2019-11-01,9253.12,3066.909912109375
2019-11-02,9308.52,
2019-11-03,9206.52,
